"男名","男メイ"
"元陽","げんよう"
"玄祥","げんよう"
"現竜","げんりゅう"
"現龍","げんりゅう"
"孝亜","こあ"
"心綺","こあ"
"琥空","こあ"
"琥羽","こあ"
"虎光","こあ"
"虎愛","こあ"
"虎空","こあ"
"虎荒","こあら"
"恋吉","こいきち"
"鯉吉","こいきち"
"小石","こいし"
"恋空","こいそら"
"恋太朗","こいたろう"
"恋太郎","こいたろう"
"鯉太朗","こいたろう"
"鯉太郎","こいたろう"
"琥一","こいち"
"誇一","こいち"
"鯉一","こいち"
"小一朗","こいちろう"
"小一郎","こいちろう"
"庫一朗","こいちろう"
"庫一郎","こいちろう"
"虎一朗","こいちろう"
"虎一郎","こいちろう"
"呼翔","こいと"
"心斗","こいと"
"瑚音","こいん"
"侯","こう"
"倖","こう"
"光","こう"
"公","こう"
"凰","こう"
"功","こう"
"効","こう"
"向","こう"
"好","こう"
"子空","こう"
"孔","こう"
"孝","こう"
"孝宇","こう"
"孝羽","こう"
"宏","こう"
"工","こう"
"巧","こう"
"己宇","こう"
"幸","こう"
"幸生","こう"
"幸羽","こう"
"幸雨","こう"
"広","こう"
"康","こう"
"弘","こう"
"心侑","こう"
"心優","こう"
"心羽","こう"
"恒","こう"
"抗","こう"
"攻","こう"
"昂","こう"
"昊","こう"
"昊洸","こう"
"昊生","こう"
"晃","こう"
"晃生","こう"
"更","こう"
"校","こう"
"梗","こう"
"構","こう"
"江","こう"
"洸","こう"
"浩","こう"
"港","こう"
"湖","こう"
"湖羽","こう"
"滉","こう"
"煌","こう"
"琥羽","こう"
"甲","こう"
"皇","こう"
"皇宇","こう"
"皇王","こう"
"皓","こう"
"稿","こう"
"紅","こう"
"縞","こう"
"耕","こう"
"胡","こう"
"胡羽","こう"
"航","こう"
"航生","こう"
"虎","こう"
"虎羽","こう"
"虹","こう"
"虹空","こう"
"虹羽","こう"
"講","こう"
"貢","こう"
"輝","こう"
"鋼","こう"
"閤","こう"
"降","こう"
"項","こう"
"香","こう"
"高","こう"
"鴻","こう"
"幸杏","こうあ"
"晃蒼","こうあ"
"輝空","こうあ"
"光愛","こうあい"
"興安","こうあん"
"光維","こうい"
"仰一","こういち"
"倖一","こういち"
"光一","こういち"
"光市","こういち"
"公一","こういち"
"公市","こういち"
"功一","こういち"
"好一","こういち"
"孔一","こういち"
"孝一","こういち"
"孝市","こういち"
"宏一","こういち"
"宏市","こういち"
"工一","こういち"
"工壱","こういち"
"工市","こういち"
"巧一","こういち"
"幸一","こういち"
"幸市","こういち"
"広一","こういち"
"広市","こういち"
"康一","こういち"
"弘一","こういち"
"昊一","こういち"
"晃一","こういち"
"晃市","こういち"
"晄一","こういち"
"校一","こういち"
"校壱","こういち"
"校市","こういち"
"洸一","こういち"
"洸壱","こういち"
"洸市","こういち"
"浩一","こういち"
"浩市","こういち"
"港一","こういち"
"港壱","こういち"
"港市","こういち"
"滉一","こういち"
"甲一","こういち"
"甲壱","こういち"
"甲市","こういち"
"紘一","こういち"
"耕一","こういち"
"航壱","こういち"
"講一","こういち"
"講壱","こういち"
"講市","こういち"
"鉱一","こういち"
"香一","こういち"
"鴻市","こういち"
"光一朗","こういちろう"
"光一郎","こういちろう"
"公一朗","こういちろう"
"公一郎","こういちろう"
"功一郎","こういちろう"
"好市郎","こういちろう"
"孝一朗","こういちろう"
"孝一郎","こういちろう"
"宏一朗","こういちろう"
"宏一郎","こういちろう"
"幸一郎","こういちろう"
"広一郎","こういちろう"
"康一朗","こういちろう"
"康一郎","こういちろう"
"洸一朗","こういちろう"
"浩一郎","こういちろう"
"皓一郎","こういちろう"
"航一郎","こういちろう"
"虹一郎","こういちろう"
"鉱一郎","こういちろう"
"好胤","こういん"
"光栄","こうえい"
"公栄","こうえい"
"公永","こうえい"
"公瑛","こうえい"
"公英","こうえい"
"公衛","こうえい"
"功栄","こうえい"
"功瑛","こうえい"
"功英","こうえい"
"孝栄","こうえい"
"孝永","こうえい"
"孝瑛","こうえい"
"孝英","こうえい"
"孝衛","こうえい"
"宏栄","こうえい"
"宏永","こうえい"
"宏英","こうえい"
"巧英","こうえい"
"幸栄","こうえい"
"幸永","こうえい"
"幸瑛","こうえい"
"幸英","こうえい"
"幸衛","こうえい"
"広栄","こうえい"
"広永","こうえい"
"広瑛","こうえい"
"広英","こうえい"
"康栄","こうえい"
"康永","こうえい"
"康瑛","こうえい"
"康英","こうえい"
"恒栄","こうえい"
"恒瑛","こうえい"
"恒英","こうえい"
"洸栄","こうえい"
"皇永","こうえい"
"耕永","こうえい"
"耕瑛","こうえい"
"耕英","こうえい"
"興栄","こうえい"
"航栄","こうえい"
"航永","こうえい"
"航瑛","こうえい"
"航英","こうえい"
"虹永","こうえい"
"香英","こうえい"
"高栄","こうえい"
"高永","こうえい"
"高瑛","こうえい"
"高衛","こうえい"
"紅炎","こうえん"
"光夏","こうか"
"幸夏","こうか"
"空知","こうかず"
"光冴","こうが"
"光牙","こうが"
"光雅","こうが"
"公我","こうが"
"公牙","こうが"
"公芽","こうが"
"公華","こうが"
"公賀","こうが"
"公雅","こうが"
"功芽","こうが"
"功雅","こうが"
"孔雅","こうが"
"宏牙","こうが"
"宏芽","こうが"
"宏華","こうが"
"宏賀","こうが"
"宏雅","こうが"
"幸芽","こうが"
"弘樺","こうが"
"弘牙","こうが"
"恒翔","こうが"
"昂我","こうが"
"昂牙","こうが"
"昂雅","こうが"
"昊冴","こうが"
"昊凱","こうが"
"昊夏","こうが"
"昊雅","こうが"
"晃我","こうが"
"晃楽","こうが"
"晃河","こうが"
"晃牙","こうが"
"晃雅","こうが"
"洸雅","こうが"
"煌冴","こうが"
"煌牙","こうが"
"煌臥","こうが"
"煌雅","こうが"
"琥我","こうが"
"琥雅","こうが"
"甲賀","こうが"
"皇河","こうが"
"皇翔","こうが"
"皓駕","こうが"
"紅河","こうが"
"興河","こうが"
"虎河","こうが"
"虎牙","こうが"
"鋼牙","こうが"
"黄河","こうが"
"黄虎","こうが"
"光楽","こうがく"
"亘己","こうき"
"亘紀","こうき"
"亘輝","こうき"
"仰輝","こうき"
"倖己","こうき"
"倖希","こうき"
"倖暉","こうき"
"倖毅","こうき"
"倖絆","こうき"
"倖輝","こうき"
"光基","こうき"
"光季","こうき"
"光希","こうき"
"光樹","こうき"
"光熙","こうき"
"光紀","こうき"
"光軌","こうき"
"光輝","こうき"
"光騎","こうき"
"公喜","こうき"
"公基","こうき"
"公己","こうき"
"公樹","こうき"
"公紀","こうき"
"公規","こうき"
"公記","こうき"
"公貴","こうき"
"公輝","こうき"
"公騎","こうき"
"凰貴","こうき"
"凰輝","こうき"
"功己","こうき"
"功起","こうき"
"功輝","こうき"
"功騎","こうき"
"好輝","こうき"
"孝岐","こうき"
"孝己","こうき"
"孝樹","こうき"
"孝生","こうき"
"孝輝","こうき"
"岬樹","こうき"
"岬生","こうき"
"嵩喜","こうき"
"嵩季","こうき"
"嵩希","こうき"
"工季","こうき"
"巧棋","こうき"
"巧樹","こうき"
"巧輝","こうき"
"幌輝","こうき"
"幸亀","こうき"
"幸喜","こうき"
"幸城","こうき"
"幸希","こうき"
"幸樹","こうき"
"幸毅","こうき"
"幸生","こうき"
"幸記","こうき"
"幸貴","こうき"
"幸起","こうき"
"幸輝","こうき"
"康揮","こうき"
"康暉","こうき"
"康毅","こうき"
"康気","こうき"
"康熙","こうき"
"康生","こうき"
"康稀","こうき"
"康輝","こうき"
"弘己","こうき"
"弘希","こうき"
"弘樹","こうき"
"弘毅","こうき"
"弘輝","こうき"
"恒樹","こうき"
"恒貴","こうき"
"恒輝","こうき"
"昂希","こうき"
"昂輝","こうき"
"昊樹","こうき"
"昊毅","こうき"
"昊生","こうき"
"昊軌","こうき"
"昊輝","こうき"
"昴希","こうき"
"昴樹","こうき"
"晃季","こうき"
"晃己","こうき"
"晃希","こうき"
"晃気","こうき"
"晃生","こうき"
"晃輝","こうき"
"晃魁","こうき"
"晄稀","こうき"
"洸喜","こうき"
"洸希","こうき"
"洸暉","こうき"
"洸樹","こうき"
"洸気","こうき"
"洸稀","こうき"
"浩貴","こうき"
"滉基","こうき"
"滉季","こうき"
"滉樹","こうき"
"滉生","こうき"
"滉稀","こうき"
"滉貴","こうき"
"滉輝","こうき"
"煌來","こうき"
"煌基","こうき"
"煌季","こうき"
"煌己","こうき"
"煌希","こうき"
"煌来","こうき"
"煌樹","こうき"
"煌海","こうき"
"煌熙","こうき"
"煌生","こうき"
"煌貴","こうき"
"煌輝","こうき"
"琥羽輝","こうき"
"皇貴","こうき"
"皐葵","こうき"
"皓紀","こうき"
"皓貴","こうき"
"空希","こうき"
"空樹","こうき"
"空輝","こうき"
"筒井","こうき"
"紅季","こうき"
"紅樹","こうき"
"綱紀","こうき"
"考輝","こうき"
"耕生","こうき"
"耕起","こうき"
"聖","こうき"
"聖輝","こうき"
"興紀","こうき"
"興起","こうき"
"航基","こうき"
"航岐","こうき"
"航希","こうき"
"航旗","こうき"
"航気","こうき"
"航輝","こうき"
"虎輝","こうき"
"虹喜","こうき"
"虹希","こうき"
"虹稀","こうき"
"虹輝","こうき"
"誇希","こうき"
"輝希","こうき"
"輝騎","こうき"
"鉱器","こうき"
"鉱希","こうき"
"鉱樹","こうき"
"鉱機","こうき"
"鉱生","こうき"
"鉱稀","こうき"
"鉱綺","こうき"
"鉱貴","こうき"
"鉱起","こうき"
"香妃","こうき"
"香黄","こうき"
"高季","こうき"
"高岐","こうき"
"高樹","こうき"
"高貴","こうき"
"高金","こうき"
"鴻有喜","こうき"
"鴻樹","こうき"
"亨吉","こうきち"
"光吉","こうきち"
"公吉","こうきち"
"功吉","こうきち"
"厚吉","こうきち"
"好吉","こうきち"
"孝吉","こうきち"
"宏吉","こうきち"
"工吉","こうきち"
"幸吉","こうきち"
"広吉","こうきち"
"康吉","こうきち"
"弘吉","こうきち"
"恒吉","こうきち"
"晃吉","こうきち"
"更吉","こうきち"
"校吉","こうきち"
"浩吉","こうきち"
"港吉","こうきち"
"滉吉","こうきち"
"甲吉","こうきち"
"耕吉","こうきち"
"興吉","こうきち"
"行吉","こうきち"
"講吉","こうきち"
"高吉","こうきち"
"光剣","こうけん"
"公健","こうけん"
"公堅","こうけん"
"公建","こうけん"
"公憲","こうけん"
"公研","こうけん"
"公賢","こうけん"
"公顕","こうけん"
"孝健","こうけん"
"孝建","こうけん"
"孝憲","こうけん"
"孝研","こうけん"
"孝賢","こうけん"
"孝顕","こうけん"
"晃健","こうけん"
"晃堅","こうけん"
"晃建","こうけん"
"晃憲","こうけん"
"晃研","こうけん"
"晃謙","こうけん"
"晃賢","こうけん"
"晃顕","こうけん"
"神拳","こうけん"
"巧月","こうげつ"
"煌玄","こうげん"
"公五","こうご"
"公伍","こうご"
"公午","こうご"
"公吾","こうご"
"公呉","こうご"
"公悟","こうご"
"公護","こうご"
"宏吾","こうご"
"宏呉","こうご"
"宏悟","こうご"
"高悟","こうご"
"公午郎","こうごろう"
"公吾朗","こうごろう"
"公吾郎","こうごろう"
"公呉朗","こうごろう"
"公呉郎","こうごろう"
"公悟朗","こうごろう"
"公悟郎","こうごろう"
"光砂","こうさ"
"桐也","こうさか"
"公作","こうさく"
"公策","こうさく"
"功作","こうさく"
"功策","こうさく"
"孝作","こうさく"
"孝策","こうさく"
"宏作","こうさく"
"宏策","こうさく"
"工作","こうさく"
"工策","こうさく"
"幸作","こうさく"
"広作","こうさく"
"広策","こうさく"
"康作","こうさく"
"恒作","こうさく"
"晃作","こうさく"
"校作","こうさく"
"校策","こうさく"
"洸作","こうさく"
"浩作","こうさく"
"浩策","こうさく"
"港作","こうさく"
"港策","こうさく"
"甲作","こうさく"
"甲策","こうさく"
"耕作","こうさく"
"耕朔","こうさく"
"耕策","こうさく"
"興作","こうさく"
"興策","こうさく"
"航作","こうさく"
"公三朗","こうざぶろう"
"公三郎","こうざぶろう"
"孝三朗","こうざぶろう"
"孝三郎","こうざぶろう"
"宏三朗","こうざぶろう"
"宏三郎","こうざぶろう"
"浩三郎","こうざぶろう"
"亘志","こうし"
"侯之","こうし"
"光史","こうし"
"光志","こうし"
"光紫","こうし"
"公史","こうし"
"凰紫","こうし"
"功志","こうし"
"向志","こうし"
"孔子","こうし"
"孔志","こうし"
"孝史","こうし"
"孝支","こうし"
"孝資","こうし"
"工志","こうし"
"幸史","こうし"
"幸吏","こうし"
"幸士","こうし"
"幸志","こうし"
"幸氏","こうし"
"幸資","こうし"
"広司","こうし"
"廣志","こうし"
"恒史","こうし"
"恒司","こうし"
"恒志","こうし"
"昂思","こうし"
"昊志","こうし"
"昴志","こうし"
"晃嗣","こうし"
"晃士","こうし"
"晃思","こうし"
"江志","こうし"
"浩志","こうし"
"港志","こうし"
"煌士","こうし"
"煌志","こうし"
"考志","こうし"
"考支","こうし"
"航史","こうし"
"航士","こうし"
"航志","こうし"
"航資","こうし"
"鋼司","こうし"
"鋼志","こうし"
"高司","こうし"
"高士","こうし"
"高志","こうし"
"鴻偲","こうし"
"鴻志","こうし"
"甲子園","こうしえん"
"光主","こうしゅ"
"向春","こうしゅん"
"凰翔","こうしょう"
"功尚","こうしょう"
"向翔","こうしょう"
"好祥","こうしょう"
"恒尚","こうしょう"
"高翔","こうしょう"
"空知","こうしる"
"光司郎","こうしろう"
"光四郎","こうしろう"
"公史朗","こうしろう"
"公史郎","こうしろう"
"公司朗","こうしろう"
"公司郎","こうしろう"
"公士郎","こうしろう"
"公志朗","こうしろう"
"公志郎","こうしろう"
"向志郎","こうしろう"
"孔志郎","こうしろう"
"孝志郎","こうしろう"
"宏志朗","こうしろう"
"幸史朗","こうしろう"
"幸司朗","こうしろう"
"幸司郎","こうしろう"
"幸士朗","こうしろう"
"康志郎","こうしろう"
"恒史朗","こうしろう"
"昊至朗","こうしろう"
"昴志郎","こうしろう"
"洸士郎","こうしろう"
"洸志郎","こうしろう"
"浩史郎","こうしろう"
"浩四郎","こうしろう"
"煌志朗","こうしろう"
"琥志郎","こうしろう"
"航志郎","こうしろう"
"虹士郎","こうしろう"
"鉱始郎","こうしろう"
"鋼始郎","こうしろう"
"鋼志郎","こうしろう"
"倖慎","こうしん"
"光信","こうしん"
"光心","こうしん"
"光慎","こうしん"
"光晋","こうしん"
"光眞","こうしん"
"光真","こうしん"
"光紳","こうしん"
"光臣","こうしん"
"光辰","こうしん"
"光進","こうしん"
"剛信","こうしん"
"剛心","こうしん"
"剛慎","こうしん"
"剛眞","こうしん"
"剛真","こうしん"
"剛臣","こうしん"
"剛辰","こうしん"
"剛進","こうしん"
"孔心","こうしん"
"孝信","こうしん"
"孝心","こうしん"
"孝慎","こうしん"
"孝眞","こうしん"
"孝真","こうしん"
"孝臣","こうしん"
"孝辰","こうしん"
"孝進","こうしん"
"宏心","こうしん"
"幸信","こうしん"
"幸心","こうしん"
"幸慎","こうしん"
"幸眞","こうしん"
