"性","セイ"
"清田","きよた"
"清滝","きよたき"
"清瀧","きよたき"
"清武","きよたけ"
"清谷","きよたに"
"清田","きよだ"
"清地","きよち"
"清塚","きよつか"
"清造","きよつくり"
"清鶴","きよつる"
"清塚","きよづか"
"清積","きよづみ"
"清登","きよと"
"清都","きよと"
"清遠","きよとう"
"清藤","きよとう"
"清遠","きよとお"
"清時","きよとき"
"清利","きよとし"
"清友","きよとも"
"清中","きよなか"
"清永","きよなが"
"清成","きよなり"
"清野","きよの"
"清信","きよのぶ"
"幾世橋","きよはし"
"清橋","きよはし"
"浄原","きよはら"
"清原","きよはら"
"清弘","きよひろ"
"清藤","きよふじ"
"清船","きよふね"
"清間","きよま"
"清益","きよます"
"清舛","きよます"
"清松","きよまつ"
"喜代美","きよみ"
"清水","きよみず"
"清光","きよみつ"
"清見原","きよみはら"
"清宮","きよみや"
"清村","きよむら"
"清元","きよもと"
"清本","きよもと"
"清家","きよや"
"清柳","きよやなぎ"
"清山","きよやま"
"雲英","きら"
"雲母","きら"
"吉良","きら"
"喜来","きらい"
"帰来","きらい"
"雲母","きらら"
"喜利","きり"
"桐","きり"
"切明","きりあき"
"桐明","きりあけ"
"切明","きりあけ"
"桐井","きりい"
"切池","きりいけ"
"桐石","きりいし"
"切石","きりいし"
"桐生","きりう"
"霧生","きりう"
"桐内","きりうち"
"切江","きりえ"
"桐枝","きりえだ"
"桐岡","きりおか"
"切替","きりかえ"
"桐川","きりかわ"
"切金","きりがね"
"桐ケ谷","きりがや"
"桐ヶ谷","きりがや"
"桐谷","きりがや"
"桐木","きりき"
"桐木平","きりきひら"
"切岸","きりぎし"
"紀陸","きりく"
"切口","きりぐち"
"桐越","きりこし"
"桐浴","きりさこ"
"桐沢","きりさわ"
"桐澤","きりさわ"
"切敷","きりしき"
"桐島","きりしま"
"霧島","きりしま"
"桐迫","きりせこ"
"桐田","きりた"
"切田","きりた"
"桐谷","きりたに"
"切塚","きりづか"
"桐戸","きりと"
"切通","きりとおし"
"切留","きりとめ"
"切通","きりどおし"
"切無沢","きりなしざわ"
"切貫","きりぬき"
"桐野","きりの"
"桐木","きりのき"
"桐畑","きりはた"
"切畑","きりはた"
"切畠","きりはた"
"切鼻","きりはな"
"桐原","きりはら"
"桐場","きりば"
"桐林","きりばやし"
"切封","きりふ"
"桐藤","きりふじ"
"桐渕","きりぶち"
"桐間","きりま"
"切道","きりみち"
"桐村","きりむら"
"切目","きりめ"
"桐元","きりもと"
"桐本","きりもと"
"桐谷","きりや"
"喜里山","きりやま"
"桐山","きりやま"
"切山","きりやま"
"鬼柳","きりゅう"
"吉柳","きりゅう"
"吉立","きりゅう"
"桐生","きりゅう"
"霧生","きりゅう"
"木竜","きりゅう"
"桐吉","きりよし"
"桐脇","きりわき"
"切中","きるなか"
"喜連","きれ"
"喜連川","きれかわ"
"木呂子","きろこ"
"木呂場","きろば"
"紀和","きわ"
"木和","きわ"
"木脇","きわき"
"黄綿","きわた"
"喜綿","きわた"
"木綿","きわた"
"黄檗","きわだ"
"際田","きわだ"
"木和田","きわだ"
"際本","きわもと"
"金","きん"
"金武","きん"
"金武川","きんかわ"
"近賀","きんが"
"金武川","きんがわ"
"金魚","きんぎょ"
"金月","きんげつ"
"錦光山","きんこうざん"
"金伍","きんご"
"近郷","きんごう"
"金七","きんしち"
"金正","きんしょう"
"金城","きんじょう"
"金須","きんす"
"絹石","きんせき"
"金替","きんたい"
"金田一","きんたいち"
"金高","きんたか"
"金田","きんだ"
"金代","きんだい"
"金田一","きんだいち"
"金辻","きんつじ"
"金塚","きんづか"
"金斗","きんと"
"金藤","きんとう"
"金藤","きんどう"
"金道","きんどう"
"金並","きんなみ"
"金浪","きんなみ"
"金南","きんなん"
"金野","きんの"
"金納","きんのう"
"金馬","きんば"
"金林","きんばやし"
"金原","きんばら"
"金原","きんぱら"
"金星","きんぼし"
"金馬","きんま"
"金萬","きんまん"
"金谷","きんや"
"祇園","ぎおん"
"祗園","ぎおん"
"祇園白","ぎおんはく"
"祗園白","ぎおんはく"
"儀賀","ぎか"
"儀我","ぎが"
"儀賀","ぎが"
"義之","ぎし"
"宜志富","ぎしとみ"
"宜寿次","ぎすし"
"宜寿次","ぎすじ"
"儀惣","ぎそう"
"義ト","ぎと"
"義藤","ぎとう"
"儀同","ぎどう"
"宜名眞","ぎなま"
"儀仁","ぎに"
"宜野座","ぎのざ"
"儀武","ぎぶ"
"儀部","ぎぶ"
"儀部","ぎべ"
"儀宝","ぎほう"
"儀保","ぎぼ"
"宜保","ぎぼ"
"宣保","ぎぼ"
"儀間","ぎま"
"義間","ぎま"
"義本","ぎもと"
"瘧師","ぎゃくし"
"暁","ぎょう"
"行司","ぎょうじ"
"行田","ぎょうた"
"行田","ぎょうだ"
"業天","ぎょうてん"
"行天","ぎょうてん"
"行徳","ぎょうとく"
"行場","ぎょうば"
"尭部","ぎょうぶ"
"刑部","ぎょうぶ"
"形部","ぎょうぶ"
"行部","ぎょうぶ"
"玉泉","ぎょくせん"
"儀利古","ぎりこ"
"銀川","ぎんかわ"
"銀川","ぎんがわ"
"銀島","ぎんじま"
"銀杏","ぎんなん"
"銀林","ぎんばやし"
"銀屋","ぎんや"
"銀山","ぎんやま"
"杭迫","くいせこ"
"杭田","くいた"
"久井田","くいだ"
"水鶏口","くいなぐち"
"柊平","くいひら"
"柊平","くいびら"
"杭本","くいもと"
"空閑","くうが"
"空戸","くうと"
"杭谷","くえたに"
"九尾","くお"
"久家","くが"
"久我","くが"
"久賀","くが"
"空閑","くが"
"陸","くが"
"久貝","くがい"
"陸井","くがい"
"久我口","くがぐち"
"久ケ沢","くがさわ"
"久賀田","くがた"
"久賀谷","くがたに"
"久加天","くがてん"
"久賀野","くがの"
"九川","くがわ"
"久喜","くき"
"久木","くき"
"九鬼","くき"
"久木崎","くきざき"
"久木田","くきた"
"茎田","くきた"
"茎津","くきつ"
"莖津","くきつ"
"久木留","くきどめ"
"柊中","くきなか"
"久木野","くきの"
"久木原","くきはら"
"柊原","くきはら"
"久木元","くきもと"
"柊元","くきもと"
"久木山","くきやま"
"釘子","くぎこ"
"釘崎","くぎさき"
"釘崎","くぎざき"
"釘島","くぎしま"
"釘嶋","くぎしま"
"釘田","くぎた"
"釘谷","くぎたに"
"釘貫","くぎぬき"
"釘抜","くぎぬき"
"久木野","くぎの"
"釘丸","くぎまる"
"釘光","くぎみつ"
"釘宮","くぎみや"
"釘本","くぎもと"
"釘山","くぎやま"
"久々津","くくつ"
"久々湊","くくみなと"
"久具","くぐ"
"久々宇","くぐう"
"久々江","くぐえ"
"久々湊","くぐみなと"
"久々宮","くぐみや"
"粋谷","くけや"
"久下","くげ"
"久家","くげ"
"公家","くげ"
"久下沼","くげぬま"
"久下本","くげもと"
"久呉","くご"
"久後","くご"
"久語","くご"
"九後","くご"
"久郷","くごう"
"九郷","くごう"
"久合田","くごた"
"久古谷","くごたに"
"久佐","くさ"
"草","くさ"
"草井","くさい"
"草浦","くさうら"
"草生","くさお"
"草尾","くさお"
"草桶","くさおか"
"草桶","くさおけ"
"久佐賀","くさか"
"久坂","くさか"
"草下","くさか"
"草加","くさか"
"草賀","くさか"
"草鹿","くさか"
"日下","くさか"
"草皆","くさかい"
"草階","くさかい"
"草替","くさかえ"
"草壁","くさかべ"
"日下部","くさかべ"
"日壁","くさかべ"
"草萱","くさかや"
"草刈","くさかり"
"草苅","くさかり"
"草川","くさかわ"
"久佐賀","くさが"
"草賀","くさが"
"草ヶ谷","くさがや"
"草川","くさがわ"
"草木","くさき"
"草木迫","くさきさこ"
"草木迫","くさきざこ"
"草崎","くさざき"
"草塩","くさしお"
"草島","くさしま"
"草島","くさじま"
"草嶋","くさじま"
"草谷","くさたに"
"草田","くさだ"
"草地","くさち"
"草津","くさつ"
"草東","くさとう"
"草留","くさどめ"
"草薙","くさなぎ"
"日柳","くさなぎ"
"草西","くさにし"
"草野","くさの"
"草信","くさのぶ"
"草原","くさはら"
"草場","くさば"
"草葉","くさば"
"草開","くさびらき"
"草深","くさふか"
"草部","くさべ"
"草間","くさま"
"日馬","くさま"
"草牧","くさまき"
"草水","くさみず"
"草道","くさみち"
"草光","くさみつ"
"草本","くさもと"
"草森","くさもり"
"草柳","くさやなぎ"
"草山","くさやま"
"草別","くさわき"
"草別","くさわけ"
"草訳","くさわけ"
"九沢","くざわ"
"九澤","くざわ"
"久司","くし"
"久志","くし"
"串","くし"
"櫛","くし"
"久志井","くしい"
"櫛井","くしい"
"串岡","くしおか"
"櫛木","くしき"
"串木野","くしきの"
"後蔵根","くしくらね"
"櫛下","くしげ"
"櫛笥","くしげ"
"櫛毛","くしげ"
"櫛桁","くしげた"
"櫛下町","くしげまち"
"串崎","くしざき"
"串下","くしした"
"串田","くした"
"櫛田","くした"
"串田","くしだ"
"櫛田","くしだ"
"櫛野","くしの"
"櫛橋","くしはし"
"串原","くしはら"
"櫛原","くしはら"
"櫛引","くしびき"
"櫛淵","くしぶち"
"櫛渕","くしぶち"
"串部","くしべ"
"櫛部","くしべ"
"久島","くしま"
"久嶋","くしま"
"九島","くしま"
"九嶋","くしま"
"串間","くしま"
"櫛間","くしま"
"串松","くしまつ"
"櫛松","くしまつ"
"串光","くしみつ"
"串宮","くしみや"
"久志目","くしめ"
"久志本","くしもと"
"櫛谷","くしや"
"串山","くしやま"
"櫛山","くしやま"
"久城","くしろ"
"久代","くしろ"
"久慈","くじ"
"鬮橋","くじはし"
"九島","くじま"
"九嶋","くじま"
"久慈道","くじみち"
"久次米","くじめ"
"久住呂","くじゅうろ"
"久住呂","くじゅろ"
"九条","くじょう"
"公庄","くじょう"
"鯨","くじら"
"鯨井","くじらい"
"鯨岡","くじらおか"
"久須","くす"
"楠","くす"
"楠井","くすい"
"楠居","くすい"
"楠浦","くすうら"
"楠生","くすお"
"楠尾","くすお"
"楠岡","くすおか"
"楠神","くすかみ"
"楠亀","くすかめ"
"楠川","くすかわ"
"楠神","くすがみ"
"楠亀","くすがめ"
"楠城","くすき"
"楠木","くすき"
"楠倉","くすくら"
"楠崎","くすざき"
"楠島","くすしま"
"楠瀬","くすせ"
"楠田","くすだ"
"楠戸","くすど"
"楠堂","くすどう"
"楠名","くすな"
"楠根","くすね"
"楠野","くすの"
"楠","くすのき"
"楠木","くすのき"
"楠瀬","くすのせ"
"楠橋","くすはし"
"楠畑","くすはた"
"楠原","くすはら"
"楠葉","くすば"
"楠生","くすばえ"
"楠橋","くすばし"
"楠畑","くすばた"
"楠林","くすばやし"
"楠原","くすばる"
"楠部","くすべ"
"楠間","くすま"
"楠圓","くすまる"
"久住","くすみ"
"久須見","くすみ"
"久須美","くすみ"
"楠見","くすみ"
"楠美","くすみ"
"楠村","くすむら"
"楠目","くすめ"
"久寿米木","くすめぎ"
"久須本","くすもと"
"楠元","くすもと"
"楠本","くすもと"
"楠森","くすもり"
"楠家","くすや"
"楠谷","くすや"
"樟山","くすやま"
"楠山","くすやま"
"葛","くず"
"久津","くず"
"葛生","くずう"
"葛尾","くずお"
"葛岡","くずおか"
"葛形","くずかた"
"葛上","くずかみ"
"葛神","くずかみ"
"葛川","くずかわ"
"葛上","くずがみ"
"葛城","くずき"
"葛口","くずぐち"
"葛坂","くずさか"
"葛下","くずした"
"葛島","くずしま"
"葛田","くずた"
"葛谷","くずたに"
"葛声","くずな"
"葛西","くずにし"
"葛貫","くずぬき"
"葛野","くずの"
"葛葉","くずは"
"葛畑","くずはた"
"葛原","くずはら"
"葛葉","くずば"
"崩場","くずば"
"葛間","くずま"
"葛馬","くずま"
"葛巻","くずまき"
"葛見","くずみ"
"久住","くずみ"
"久澄","くずみ"
"九頭見","くずみ"
"葛目","くずめ"
"楠目","くずめ"
"葛本","くずもと"
"葛谷","くずや"
"葛山","くずやま"
"崩","くずれ"
"葛和","くずわ"
"葛綿","くずわた"
"久世","くせ"
"久瀬","くせ"
"苦瀬","くせ"
"久世","くぜ"
"久瀬","くぜ"
"弘世","くぜ"
"久田","くた"
"久谷","くたに"
"九谷","くたに"
"九谷田","くたにだ"
"久田見","くたみ"
"久民","くたみ"
"朽網","くたみ"
"久樂","くたら"
"久多良木","くたらぎ"
"久夛良木","くたらぎ"
"久田","くだ"
"玖田","くだ"
"久高","くだか"
"久田原","くだはら"
"久玉","くだま"
"久田松","くだまつ"
"百済","くだら"
"口","くち"
"久地井","くちい"
"久池井","くちい"
"口井","くちい"
"口石","くちいし"
"口岩","くちいわ"
"久地岡","くちおか"
"朽木","くちき"
"口垣内","くちごうち"
"口田","くちだ"
"朽津","くちつ"
"口野","くちの"
"口ノ町","くちのまち"
"口之町","くちのまち"
"朽原","くちはら"
"口羽","くちば"
"朽見","くちみ"
"口村","くちむら"
"九町","くちょう"
"久知良","くちら"
"口脇","くちわき"
"久地岡","くぢおか"
"久津","くつ"
"沓掛","くつかけ"
"久津木","くつき"
"朽木","くつき"
"沓沢","くつざわ"
"沓澤","くつざわ"
"久綱","くつな"
"朽名","くつな"
"沓名","くつな"
"忽那","くつな"
"沓内","くつない"
"沓脱","くつぬぎ"
"沓抜","くつぬぎ"
"沓拔","くつぬぎ"
"久津間","くつま"
"久津見","くつみ"
"九津見","くつみ"
"玖津見","くつみ"
"沓水","くつみず"
"沓村","くつむら"
"久津輪","くつわ"
"久津和","くつわ"
"轡","くつわ"
"轡田","くつわだ"
"葛生","くづう"
"久津岡","くづおか"
"久津名","くづな"
"久津摩","くづま"
"九津見","くづみ"
"久津呂","くづろ"
"久手堅","くてけん"
"公手","くで"
"久手堅","くでけん"
"久東","くとう"
"宮東","くとう"
"工藤","くとう"
"久富","くとみ"
"九冨","くとみ"
"久留","くとめ"
"久藤","くどう"
"宮東","くどう"
"宮藤","くどう"
"工藤","くどう"
"久戸瀬","くどせ"
"久土地","くどち"
"久富","くどみ"
"瞿曇","くどん"
"九内","くない"
"九波","くなみ"
"九二","くに"
"国井","くにい"
"國井","くにい"
"國浦","くにうら"
"國江","くにえ"
"国枝","くにえだ"
"國枝","くにえだ"
"国岡","くにおか"
"国奥","くにおく"
"國奥","くにおく"
"国香","くにか"
"國香","くにか"
"國影","くにかげ"
"国方","くにかた"
"國方","くにかた"
"国門","くにかど"
"国兼","くにかね"
"国包","くにかね"
"國兼","くにかね"
"国上","くにかみ"
"国川","くにかわ"
"國賀","くにが"
"國金","くにがね"
"国上","くにがみ"
"国頭","くにがみ"
"國頭","くにがみ"
"国樹","くにき"
"國北","くにきた"
"国京","くにきょう"
"國清","くにきよ"
"欅田","くにぎた"
"国雲","くにくも"
"國雲","くにくも"
"救仁郷","くにごう"
"国狹","くにさ"
"国崎","くにさき"
"国東","くにさき"
"國崎","くにさき"
"国貞","くにさだ"
"国定","くにさだ"
"國定","くにさだ"
"国里","くにさと"
"国沢","くにさわ"
"国澤","くにさわ"
"國沢","くにさわ"
